# Wavelength (nm), Power (W m^-2 nm^-1)
2.695000000000000000e+03,7.101399999999998643e-33
2.700000000000000000e+03,0.000000000000000000e+00
2.705000000000000455e+03,2.927300000000000223e-42
2.710000000000000455e+03,1.123899999999999844e-35
2.715000000000000455e+03,3.854899999999998567e-26
2.720000000000000000e+03,5.605200000000001063e-45
2.725000000000000000e+03,7.309400000000000691e-22
2.730000000000000000e+03,6.092900000000000721e-19
2.735000000000000000e+03,5.512100000000002420e-21
2.740000000000000000e+03,2.343500000000000209e-27
2.745000000000000000e+03,1.322399999999999929e-23
2.750000000000000455e+03,1.675799999999999630e-28
2.755000000000000455e+03,6.726199999999999259e-44
2.760000000000000455e+03,0.000000000000000000e+00
2.765000000000000000e+03,2.700100000000000020e-27
2.770000000000000000e+03,8.452800000000001046e-24
2.775000000000000000e+03,4.036000000000000370e-38
2.780000000000000000e+03,4.853199999999999629e-34
2.785000000000000000e+03,3.925500000000000308e-27
2.790000000000000000e+03,1.229500000000000060e-16
2.795000000000000455e+03,3.659099999999999643e-16
2.800000000000000455e+03,1.666500000000000018e-12
2.805000000000000455e+03,6.822799999999999716e-14
2.810000000000000000e+03,4.069500000000001302e-10
2.815000000000000000e+03,2.901800000000000257e-10
2.820000000000000000e+03,2.078899999999999795e-11
2.825000000000000000e+03,1.781400000000000321e-07
2.830000000000000000e+03,3.947499999999999898e-06
2.835000000000000455e+03,2.153300000000000205e-10
2.840000000000000455e+03,1.984899999999999728e-07
2.845000000000000455e+03,4.107399999999999333e-05
2.850000000000000455e+03,1.170799999999999658e-06
2.855000000000000000e+03,4.542500000000000872e-07
2.860000000000000000e+03,2.567200000000000425e-05
2.865000000000000000e+03,1.697399999999999571e-04
2.870000000000000000e+03,6.392200000000000395e-06
2.875000000000000000e+03,3.966300000000000294e-04
2.880000000000000455e+03,2.503700000000000305e-04
2.885000000000000455e+03,4.590599999999998501e-04
2.890000000000000455e+03,1.885999999999999493e-04
2.895000000000000455e+03,2.698199999999999557e-03
2.900000000000000000e+03,8.218300000000000648e-04
2.905000000000000000e+03,1.123700000000000100e-04
2.910000000000000000e+03,2.756600000000000109e-03
2.915000000000000000e+03,1.274200000000000289e-03
2.920000000000000000e+03,2.931599999999999918e-03
2.925000000000000455e+03,1.097300000000000272e-03
2.930000000000000455e+03,5.960599999999999926e-03
2.935000000000000455e+03,6.572499999999999350e-03
2.940000000000000000e+03,1.647900000000000536e-03
2.944999999999999545e+03,1.467300000000000158e-03
2.950000000000000000e+03,5.293500000000001329e-03
2.955000000000000000e+03,2.365499999999999981e-03
2.960000000000000000e+03,4.654899999999999143e-03
2.965000000000000000e+03,7.531299999999997719e-03
2.970000000000000455e+03,3.567600000000000198e-04
2.975000000000000455e+03,8.649899999999999430e-04
2.980000000000000455e+03,1.354799999999999754e-03
2.985000000000000000e+03,7.049500000000000210e-03
2.990000000000000000e+03,1.040700000000000132e-02
2.995000000000000000e+03,4.328600000000000156e-03
3.000000000000000000e+03,7.944200000000001954e-03
3.005000000000000000e+03,2.926100000000000055e-03
3.010000000000000000e+03,6.931999999999998927e-03
3.015000000000000455e+03,5.623200000000000073e-03
3.020000000000000455e+03,6.414300000000000166e-04
3.025000000000000455e+03,7.594800000000000509e-03
3.030000000000000000e+03,6.149100000000000225e-03
3.035000000000000000e+03,2.529000000000000432e-03
3.040000000000000000e+03,2.048700000000000521e-03
3.045000000000000000e+03,4.259899999999999624e-03
3.050000000000000000e+03,1.044599999999999695e-03
3.055000000000000455e+03,2.929500000000000463e-04
3.060000000000000455e+03,6.376099999999999997e-03
3.065000000000000000e+03,2.945800000000000154e-03
3.070000000000000455e+03,1.769900000000000249e-03
3.075000000000000455e+03,6.092800000000000646e-03
3.080000000000000000e+03,3.664600000000000930e-03
3.085000000000000000e+03,1.787600000000000300e-03
3.090000000000000000e+03,2.408000000000000418e-03
3.095000000000000000e+03,6.626600000000000285e-04
3.100000000000000455e+03,4.451300000000000048e-03
3.105000000000000455e+03,9.320299999999998161e-04
3.110000000000000455e+03,8.552399999999998415e-04
3.115000000000000000e+03,2.293200000000000013e-03
3.120000000000000000e+03,9.929400000000001419e-03
3.125000000000000000e+03,3.062500000000000118e-03
3.130000000000000000e+03,5.824600000000000957e-03
3.135000000000000000e+03,1.157099999999999795e-02
3.140000000000000000e+03,3.360299999999999659e-03
3.145000000000000455e+03,3.286899999999999718e-03
3.150000000000000455e+03,6.745699999999998572e-03
3.155000000000000000e+03,5.696500000000000175e-03
3.160000000000000455e+03,9.329399999999998111e-03
3.164999999999999545e+03,1.416300000000000371e-02
3.170000000000000455e+03,1.264499999999999652e-02
3.175000000000000000e+03,9.325200000000000503e-03
3.180000000000000000e+03,1.072999999999999995e-02
3.185000000000000000e+03,8.164400000000000476e-03
3.190000000000000455e+03,4.281699999999999395e-03
3.195000000000000455e+03,2.719699999999999809e-03
3.200000000000000909e+03,4.427999999999999211e-04
3.205000000000000455e+03,3.127999999999999054e-04
3.210000000000000000e+03,1.376799999999999964e-04
3.215000000000000000e+03,5.023700000000001385e-04
3.220000000000000000e+03,1.624500000000000076e-03
3.225000000000000000e+03,2.006599999999999660e-04
3.230000000000000000e+03,3.440400000000000467e-04
3.235000000000000455e+03,7.362499999999999253e-03
3.240000000000000455e+03,3.781599999999999111e-03
3.245000000000000455e+03,7.409599999999998176e-04
3.250000000000000000e+03,2.630800000000000846e-03
3.255000000000000000e+03,1.002900000000000146e-02
3.260000000000000000e+03,1.236000000000000119e-03
3.265000000000000000e+03,2.468600000000000481e-03
3.269999999999999545e+03,1.229200000000000388e-03
3.275000000000000455e+03,5.975799999999998995e-03
3.280000000000000455e+03,2.889000000000000075e-03
3.285000000000000455e+03,1.122299999999999687e-02
3.290000000000000909e+03,8.830999999999998573e-03
3.295000000000000455e+03,1.233700000000000118e-03
3.300000000000000000e+03,1.794400000000000248e-03
3.305000000000000000e+03,3.974600000000000008e-03
3.310000000000000455e+03,3.956499999999999947e-03
3.315000000000000000e+03,1.626900000000000297e-05
3.320000000000000455e+03,6.049599999999999813e-05
3.325000000000000455e+03,3.548599999999998977e-03
3.330000000000000455e+03,4.701399999999999677e-03
3.335000000000000000e+03,9.147000000000000616e-03
3.340000000000000000e+03,3.490300000000000433e-03
3.345000000000000000e+03,3.572200000000000202e-03
3.350000000000000000e+03,8.099800000000000749e-03
3.354999999999999545e+03,3.664200000000000269e-03
3.360000000000000000e+03,5.289200000000000845e-03
3.365000000000000000e+03,7.259100000000000968e-03
3.370000000000000455e+03,3.976999999999999633e-03
3.375000000000000455e+03,8.538799999999999168e-03
3.380000000000000455e+03,5.162400000000000148e-03
3.385000000000000000e+03,7.565000000000002278e-03
3.390000000000000000e+03,9.955200000000004323e-03
3.395000000000000000e+03,9.644599999999999701e-03
3.400000000000000000e+03,1.263800000000000166e-02
3.404999999999999545e+03,4.506100000000000730e-03
3.410000000000000455e+03,7.154699999999999081e-03
3.415000000000000455e+03,7.354299999999998512e-03
3.420000000000000455e+03,1.330499999999999912e-02
3.425000000000000455e+03,1.011199999999999773e-02
3.430000000000000000e+03,8.781000000000002345e-03
3.435000000000000000e+03,1.167300000000000108e-02
3.440000000000000000e+03,8.118100000000001357e-03
3.445000000000000000e+03,1.143400000000000145e-02
3.450000000000000000e+03,1.126699999999999924e-02
3.455000000000000455e+03,8.393799999999999872e-03
3.460000000000000455e+03,1.265699999999999985e-02
3.465000000000000455e+03,9.916299999999997686e-03
3.470000000000000455e+03,1.238599999999999771e-02
3.475000000000000000e+03,1.105100000000000006e-02
3.479999999999999545e+03,1.133500000000000306e-02
3.485000000000000000e+03,1.221200000000000063e-02
3.489999999999999545e+03,1.052000000000000157e-02
3.495000000000000909e+03,1.238299999999999818e-02
3.500000000000000909e+03,1.203199999999999756e-02
3.505000000000000455e+03,1.192299999999999784e-02
3.510000000000000455e+03,1.207699999999999746e-02
3.515000000000000455e+03,1.159799999999999720e-02
3.520000000000000455e+03,1.222600000000000076e-02
3.525000000000000455e+03,1.152300000000000026e-02
3.530000000000000000e+03,1.121700000000000128e-02
3.535000000000000000e+03,9.530499999999999042e-03
3.540000000000000455e+03,9.101100000000000856e-03
3.545000000000000455e+03,9.615399999999999642e-03
3.550000000000000000e+03,1.061599999999999870e-02
3.555000000000000909e+03,9.124499999999998931e-03
3.560000000000000455e+03,1.087200000000000145e-02
3.565000000000000000e+03,1.092800000000000021e-02
3.570000000000000000e+03,8.395100000000000826e-03
3.575000000000000000e+03,8.702800000000001854e-03
3.580000000000000000e+03,1.025500000000000023e-02
3.585000000000000000e+03,9.228200000000000638e-03
3.590000000000000455e+03,9.514500000000000388e-03
3.595000000000000909e+03,9.732899999999997456e-03
3.600000000000000909e+03,1.032799999999999691e-02
3.605000000000000000e+03,1.042500000000000024e-02
3.609999999999999545e+03,9.538500000000001838e-03
3.615000000000000000e+03,9.531799999999999995e-03
3.620000000000000000e+03,1.168599999999999847e-02
3.624999999999999545e+03,1.030200000000000039e-02
3.630000000000000909e+03,1.001599999999999713e-02
3.635000000000000455e+03,1.036199999999999968e-02
3.640000000000000455e+03,1.154899999999999850e-02
3.645000000000000455e+03,1.066299999999999713e-02
3.650000000000000000e+03,1.018299999999999934e-02
3.654999999999999545e+03,1.104200000000000494e-02
3.660000000000000000e+03,1.097800000000000165e-02
3.664999999999999545e+03,1.031300000000000272e-02
3.670000000000000455e+03,7.946399999999999297e-03
3.675000000000000909e+03,4.856899999999999065e-03
3.680000000000000455e+03,8.378899999999999890e-03
3.685000000000000455e+03,9.490599999999998343e-03
3.690000000000000455e+03,9.745800000000000643e-03
3.695000000000000000e+03,1.018800000000000087e-02
3.700000000000000455e+03,1.093699999999999881e-02
3.705000000000000455e+03,1.082699999999999982e-02
3.710000000000000000e+03,9.413000000000001227e-03
3.715000000000000455e+03,9.273100000000001134e-03
3.720000000000000455e+03,1.042900000000000077e-02
3.725000000000000455e+03,1.075099999999999840e-02
3.730000000000000455e+03,9.316899999999999488e-03
3.735000000000000455e+03,8.625999999999999987e-03
3.740000000000000000e+03,8.892300000000002286e-03
3.744999999999999545e+03,1.038000000000000381e-02
3.749999999999999545e+03,9.334099999999999689e-03
3.755000000000000000e+03,9.033599999999999269e-03
3.760000000000000000e+03,8.904099999999999862e-03
3.765000000000000909e+03,8.589099999999998819e-03
3.770000000000000455e+03,9.164899999999998395e-03
3.775000000000000000e+03,9.091800000000000576e-03
3.780000000000000455e+03,9.615800000000000736e-03
3.784999999999999545e+03,8.849800000000001415e-03
3.790000000000000000e+03,7.789100000000001058e-03
3.795000000000000000e+03,8.905600000000001362e-03
3.800000000000000000e+03,9.898800000000001001e-03
3.805000000000000909e+03,9.341399999999999704e-03
3.810000000000000455e+03,8.277099999999999042e-03
3.815000000000000000e+03,7.786699999999998831e-03
3.820000000000000000e+03,9.690799999999999415e-03
3.825000000000000455e+03,9.540200000000003885e-03
3.830000000000000455e+03,9.626800000000003063e-03
3.835000000000000455e+03,7.719000000000001034e-03
3.840000000000000455e+03,9.006599999999998288e-03
3.845000000000000455e+03,8.809699999999998435e-03
3.850000000000000455e+03,8.856899999999997414e-03
3.855000000000000455e+03,8.536499999999998950e-03
3.860000000000000455e+03,8.019699999999999399e-03
3.865000000000000455e+03,8.124800000000001465e-03
3.870000000000000000e+03,7.383900000000000532e-03
3.875000000000000000e+03,6.783200000000001381e-03
3.880000000000000000e+03,6.554300000000000750e-03
3.885000000000000000e+03,6.792600000000000200e-03
3.890000000000000000e+03,6.902800000000001469e-03
3.895000000000000000e+03,7.498300000000001145e-03
3.900000000000000000e+03,7.948699999999999516e-03
3.905000000000000000e+03,7.949999999999998734e-03
3.910000000000000000e+03,7.155999999999997432e-03
3.915000000000000455e+03,7.006999999999999340e-03
3.920000000000000455e+03,6.966500000000001337e-03
3.925000000000000455e+03,6.871400000000000598e-03
3.930000000000000455e+03,7.069899999999997887e-03
3.935000000000000455e+03,7.374299999999998564e-03
3.940000000000000455e+03,7.422799999999999364e-03
3.945000000000000455e+03,7.561300000000000833e-03
3.950000000000000455e+03,7.647499999999998917e-03
3.955000000000000455e+03,7.739899999999998344e-03
3.960000000000000000e+03,7.767900000000001193e-03
3.965000000000000000e+03,7.825300000000002046e-03
3.970000000000000000e+03,7.699699999999999427e-03
3.975000000000000000e+03,7.527999999999999969e-03
3.980000000000000000e+03,7.404899999999998116e-03
3.985000000000000000e+03,7.450299999999999111e-03
3.990000000000000000e+03,7.389400000000001696e-03
3.995000000000000000e+03,7.226299999999998870e-03
4.000000000000000455e+03,7.119900000000001054e-03
